chrom	circRNA_start	circRNA_end	strand	exonCount	exonSizes	exonOffsets	circType	geneName	isoformName	exonIndexOrIntronIndex	FlankingIntrons	CircularJunctionCount_Sample_1	LinearJunctionCount_Sample_1	CircularJunctionCount_Sample_2	LinearJunctionCount_Sample_2	PBI_Sample_1	PBI_Sample_2	deltaPBI(PBI_1-PBI_2)	pValue	FDR
chrX	157357199	157364869	+	7	68,62,92,159,97,210,115,	0,1212,4936,5483,5779,6343,7555,	circRNA	Haus7	NM_001277272	3,4,5,6,7,8,9	chrX:157354759-157357199|157364869-157372541	0	0	1	40	0.0	0.047619047619047616	-0.047619047619047616	1.0	1.0
chr2	127653299	127668742	+	11	245,77,152,107,134,197,99,138,126,108,120,	0,391,1002,1669,3268,5112,9604,11569,14246,14638,15323,	circRNA	Hspa4l	NM_001106428	8,9,10,11,12,13,14,15,16,17,18	chr2:127646485-127653299|127668742-127674586	1	338	0	0	0.0058823529411764705	0.0	0.0058823529411764705	1.0	1.0
chr13	14563163	14816704	-	4	118,201,120,107,	0,134416,207916,253434,	circRNA	LOC304725	NM_001329899	11,12,13,14	chr13:14550127-14563163|14816704-14883727	0	0	1	11	0.0	0.15384615384615385	-0.15384615384615385	1.0	1.0
chr7	78404131	78453775	+	7	69,157,111,66,180,110,42,	0,9786,11103,17511,28695,29729,49602,	circRNA	Rims2	NM_053945	15,16,17,18,19,20,21	chr7:78375555-78404131|78453775-78462287	0	0	1	329	0.0	0.006042296072507553	-0.006042296072507553	1.0	1.0
chr4	182576810	182583792	-	3	99,56,102,	0,1537,6880,	circRNA	Ergic2	NM_001024984	5,6,7	chr4:182575638-182576810|182583792-182587129	0	0	1	175	0.0	0.011299435028248588	-0.011299435028248588	1.0	1.0
chr2	22761403	22775776	-	3	44,129,77,	0,13842,14296,	circRNA	Papd4	NM_001008372	5,6,7	chr2:22755668-22761403|22775776-22778542	0	0	1	79	0.0	0.024691358024691357	-0.024691358024691357	1.0	1.0
chr4	58719693	58748928	+	7	143,89,110,193,78,66,113,	0,1381,3982,5761,18121,20131,29122,	circRNA	Mkln1	NM_031359	3,4,5,6,7,8,9	chr4:58714716-58719693|58748928-58765340	1	174	0	0	0.011363636363636364	0.0	0.011363636363636364	1.0	1.0
chr19	12691065	12713398	-	3	124,83,302,	0,11282,22031,	circRNA	Large1	NM_001108439	9,10,11	chr19:12652796-12691065|12713398-12796716	1	57	2	75	0.03389830508474576	0.05063291139240506	-0.0167346063076593	1.0	1.0
chr1	136697350	136699335	-	2	90,134,	0,1851,	circRNA	Sv2b	NM_057207	8,9	chr1:136691163-136697350|136699335-136707652	0	0	1	406	0.0	0.004901960784313725	-0.004901960784313725	1.0	1.0
chr19	29732873	29744346	-	3	109,105,131,	0,10878,11342,	circRNA	Inpp4b	NM_053917	12,13,14	chr19:29716944-29732873|29744346-29783961	0	0	1	36	0.0	0.05263157894736842	-0.05263157894736842	1.0	1.0
chr7	60397573	60404470	-	6	190,154,116,505,174,146,	0,2957,4208,4621,5790,6751,	circRNA	Cpsf6	NM_001106785	2,3,4,5,6,7	chr7:60391158-60397573|60404470-60407007	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr8	53889639	53901354	-	7	143,173,118,138,144,219,75,	0,6372,6928,8119,8801,9813,11640,	circRNA	Ncam1	NM_031521	12,13,14,15,16,17,18	chr8:53883745-53889639|53901354-54134470	0	0	1	35	0.0	0.05405405405405406	-0.05405405405405406	1.0	1.0
chr13	70524799	70556484	+	6	127,81,45,77,102,68,	0,2463,3975,7514,31374,31617,	circRNA	Nmnat2	NM_001048042	5,6,7,8,9,10	chr13:70519988-70524799|70556484-70559003	0	0	1	12	0.0	0.14285714285714285	-0.14285714285714285	1.0	1.0
chr6	44230951	44267167	+	20	141,99,99,99,99,99,198,99,99,99,178,165,180,166,152,290,141,244,89,145,	0,7032,8325,9037,9785,13173,16084,20454,21737,22286,24929,26424,27204,28175,31325,31645,33033,33830,34588,36071,	circRNA	Kidins220	NM_053795	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21	chr6:44225310-44230951|44267167-44270484	1	29	0	0	0.06451612903225806	0.0	0.06451612903225806	1.0	1.0
chr12	38407144	38419763	+	7	58,84,157,166,216,117,107,	0,425,1243,4453,4758,10403,12512,	circRNA	Clip1	NM_031745	11,12,13,14,15,16,17	chr12:38400418-38407144|38419763-38425368	0	0	1	6	0.0	0.25	-0.25	1.0	1.0
chr8	116550007	116564316	-	9	147,86,82,43,98,161,267,61,75,	0,571,901,1269,2490,4085,4932,8968,14234,	circRNA	Rbm6	NM_001108186	7,8,9,10,11,12,13,14,15	chr8:116546770-116550007|116564316-116596999	0	0	1	55	0.0	0.03508771929824561	-0.03508771929824561	1.0	1.0
chr3	103897088	103900597	+	4	116,41,280,119,	0,613,1989,3390,	circRNA	Katnbl1	NM_001109645	2,3,4,5	chr3:103866271-103897088|103900597-103901193	0	0	1	1	0.0	0.6666666666666666	-0.6666666666666666	1.0	1.0
chr8	116596999	116622275	-	5	74,70,90,1279,111,	0,12560,16393,17661,25165,	circRNA	Rbm6	NM_001108186	16,17,18,19,20	chr8:116564316-116596999|116622275-116635678	0	0	1	43	0.0	0.044444444444444446	-0.044444444444444446	1.0	1.0
chr6	21974104	21995729	-	17	117,154,134,156,184,216,132,128,111,134,220,347,209,215,100,324,188,	0,2310,4124,6118,6617,7438,8872,10311,14305,15505,16149,17276,18072,18432,20028,20384,21437,	circRNA	Birc6	NM_001170596	35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51	chr6:21973168-21974104|21995729-21999498	0	0	1	275	0.0	0.007220216606498195	-0.007220216606498195	1.0	1.0
chr6	21955622	21958540	-	4	781,222,109,257,	0,1830,2334,2661,	circRNA	Birc6	NM_001170596	20,21,22,23	chr6:21954182-21955622|21958540-21958944	0	0	1	109	0.0	0.018018018018018018	-0.018018018018018018	1.0	1.0
chr15	108006945	108010718	-	3	48,67,112,	0,1228,3661,	circRNA	Dock9	NM_001105759	17,18,19	chr15:108003958-108006945|108010718-108012691	0	0	1	2	0.0	0.5	-0.5	1.0	1.0
chr5	169124694	169130364	+	3	130,74,102,	0,2350,5568,	circRNA	Dnajc11	NM_001108694	2,3,4	chr5:169109981-169124694|169130364-169141237	0	0	1	22	0.0	0.08333333333333333	-0.08333333333333333	1.0	1.0
chr9	39796542	39860444	-	2	147,117,	0,63785,	circRNA	Khdrbs2	NM_133318	6,7	chr9:39723576-39796542|39860444-39937486	0	0	1	22	0.0	0.08333333333333333	-0.08333333333333333	1.0	1.0
chr20	45999431	46014013	-	5	101,129,149,51,157,	0,2455,4426,9261,14425,	circRNA	Fig4	NM_001047096	16,17,18,19,20	chr20:45997984-45999431|46014013-46022193	0	0	1	13	0.0	0.13333333333333333	-0.13333333333333333	1.0	1.0
chr6	110117703	110219087	+	4	68,40,86,95,	0,1990,3989,101289,	circRNA	Gpatch2l	NM_001134559	6,7,8,9	chr6:110113883-110117703|110219087-110225829	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr20	32515302	32523997	+	5	102,100,95,132,89,	0,216,4005,6634,8606,	circRNA	Kpna5	NM_001025113	2,3,4,5,6	chr20:32513801-32515302|32523997-32536933	0	0	1	135	0.0	0.014598540145985401	-0.014598540145985401	1.0	1.0
chr2	189354109	189392862	-	23	106,218,82,54,89,196,73,175,55,190,173,278,199,172,86,53,60,113,46,96,169,111,78,	0,869,1822,4100,6359,6535,7841,8316,9892,10639,12615,12958,14985,19730,21439,23271,26304,29289,29849,33401,33877,37268,38675,	circRNA	Atp8b2	NM_001024798	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27	chr2:189338464-189354109|189392862-189395618	0	0	2	0	0.0	1.0	-1.0	1.0	1.0
chr18	25907431	25937635	+	3	73,91,75,	0,28032,30129,	circRNA	Camk4	NM_012727	7,8,9	chr18:25892258-25907431|25937635-25956629	0	0	1	12	0.0	0.14285714285714285	-0.14285714285714285	1.0	1.0
chr12	37621043	37625215	+	3	183,98,152,	0,1938,4020,	circRNA	Sbno1	NM_001107138	14,15,16	chr12:37620579-37621043|37625215-37626981	3	53	0	0	0.1016949152542373	0.0	0.1016949152542373	1.0	1.0
chr13	43917627	43987587	+	3	49,383,162,	0,54014,69798,	circRNA	Mgat5	NM_023095	2,3,4	chr13:43850849-43917627|43987587-44038380	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr9	95089723	95099112	-	5	37,87,89,54,58,	0,1750,2840,3694,9331,	circRNA	Usp40	NM_001134885	11,12,13,14,15	chr9:95087334-95089723|95099112-95100945	0	0	2	0	0.0	1.0	-1.0	1.0	1.0
chr2	77999869	78054069	+	14	69,83,109,81,125,115,107,228,49,885,124,244,96,94,	0,983,3871,5871,34178,34435,36188,37478,38213,38801,40980,43662,51097,54106,	circRNA	Myo10	NM_001107657	15,16,17,18,19,20,21,22,23,24,25,26,27,28	chr2:77999467-77999869|78054069-78055264	0	0	1	198	0.0	0.01	-0.01	1.0	1.0
chr6	106763697	106798058	-	4	79,96,128,108,	0,9079,16051,34253,	circRNA	Dpf3	NM_001191818	4,5,6,7	chr6:106742633-106763697|106798058-106815328	0	0	1	4	0.0	0.3333333333333333	-0.3333333333333333	1.0	1.0
chr6	18884763	18900610	+	4	132,96,105,71,	0,6808,8122,15776,	circRNA	Alkbh8	NM_001191909	3,4,5,6	chr6:18883639-18884763|18900610-18912475	1	28	0	0	0.06666666666666667	0.0	0.06666666666666667	1.0	1.0
chr18	61657219	61657443	-	1	224,	0,	circRNA	Cplx4	NM_001191835	1	chr18:None|61657443-61669845	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr1	53758687	53774224	-	10	199,144,266,95,146,21,206,62,119,70,	0,2344,3795,5398,5788,6658,8357,8659,12619,15467,	circRNA	Afdn	NM_013217	15,16,17,18,19,20,21,22,23,24	chr1:53755488-53758687|53774224-53776381	0	0	1	179	0.0	0.011049723756906077	-0.011049723756906077	1.0	1.0
chr17	56967072	56978717	-	7	111,97,83,106,95,103,141,	0,202,1365,2753,6174,7552,11504,	circRNA	Cul2	NM_001108417	12,13,14,15,16,17,18	chr17:56965174-56967072|56978717-56992317	2	30	0	0	0.11764705882352941	0.0	0.11764705882352941	1.0	1.0
chr16	9656332	9658531	-	2	130,169,	0,2030,	circRNA	Mapk8	NM_053829	9,10	chr16:9650974-9656332|9658531-9709214	1	63	0	0	0.03076923076923077	0.0	0.03076923076923077	1.0	1.0
chr13	93307024	93307121	-	1	97,	0,	circRNA	Rgs7	NM_019343	16	chr13:93233990-93307024|93307121-93534328	0	0	1	78	0.0	0.025	-0.025	1.0	1.0
chr2	21799097	21921128	-	18	130,187,158,112,108,117,65,169,188,133,110,85,115,113,167,144,120,117,	0,2082,15886,29484,35830,40902,44696,49918,50653,55741,69320,70444,77433,80387,116367,119589,121264,121914,	circRNA	Msh3	NM_001191957	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	chr2:21793855-21799097|21921128-21924775	1	4	0	0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0
chr2	24740103	24824367	-	16	199,136,46,165,77,78,43,61,89,141,79,89,58,60,191,57,	0,1052,1578,4759,6176,8821,10931,39598,41221,42798,46541,52040,60537,64423,67273,84207,	circRNA	Pde8b	NM_199268	6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21	chr2:24728098-24740103|None	0	0	1	14	0.0	0.125	-0.125	1.0	1.0
chr1	156808415	156810878	+	2	145,139,	0,2324,	circRNA	Dlg2	NM_022282	8,9	chr1:156787154-156808415|156810878-156849259	0	0	1	51	0.0	0.03773584905660377	-0.03773584905660377	1.0	1.0
chr4	2176559	2187823	-	4	73,65,69,127,	0,9619,10460,11137,	circRNA	Lmbr1	NM_001191858	9,10,11,12	chr4:2156447-2176559|2187823-2201629	0	0	1	64	0.0	0.030303030303030304	-0.030303030303030304	1.0	1.0
chr11	9642431	10022991	+	6	84,327,158,121,139,128,	0,157467,347771,378246,378689,380432,	circRNA	Robo1	NM_022188	2,3,4,5,6,7	chr11:9209655-9642431|10022991-10054380	1	1	0	0	0.6666666666666666	0.0	0.6666666666666666	1.0	1.0
chr4	118515837	118526460	-	6	85,66,113,98,97,124,	0,2159,2767,5838,6993,10499,	circRNA	Gmcl1	NM_001033931	8,9,10,11,12,13	chr4:118513131-118515837|118526460-118533814	1	53	0	0	0.03636363636363636	0.0	0.03636363636363636	1.0	1.0
chr18	36244089	36271261	-	4	106,161,74,58,	0,22347,24664,27114,	circRNA	Prelid2	NM_001271333	3,4,5,6	chr18:36218356-36244089|36271261-36285231	0	0	5	0	0.0	1.0	-1.0	1.0	1.0
chr15	4213525	4222294	+	7	112,146,140,78,95,126,78,	0,1359,1765,2008,2190,5314,8691,	circRNA	Ppp3cb	NM_017042	3,4,5,6,7,8,9	chr15:4210614-4213525|4222294-4228164	0	0	1	36	0.0	0.05263157894736842	-0.05263157894736842	1.0	1.0
chr9	71262301	71271908	+	4	101,143,183,151,	0,3194,7338,9456,	circRNA	Creb1	NM_134443	3,4,5,6	chr9:71255068-71262301|71271908-71293229	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr7	126667193	126678839	+	4	161,139,203,448,	0,1865,3845,11198,	circRNA	Ppara	NM_013196	4,5,6,7	chr7:126661158-126667193|126678839-126681267	0	0	6	30	0.0	0.2857142857142857	-0.2857142857142857	1.0	1.0
chr14	108214908	108218032	+	2	173,154,	0,2970,	circRNA	Usp34	NM_001271196	50,51	chr14:108210640-108214908|108218032-108220212	0	0	1	108	0.0	0.01818181818181818	-0.01818181818181818	1.0	1.0
chr6	91546661	91547996	+	3	71,118,119,	0,690,1216,	circRNA	Klhdc1	NM_001108027	2,3,4	chr6:91532590-91546661|91547996-91549311	2	2	0	0	0.6666666666666666	0.0	0.6666666666666666	1.0	1.0
chr1	256263403	256287789	+	12	205,156,69,84,47,121,72,98,106,110,112,135,	0,2254,5896,7667,8967,9143,11343,13793,18990,21471,23216,24251,	circRNA	Exoc6	NM_019277	6,7,8,9,10,11,12,13,14,15,16,17	chr1:256258733-256263403|256287789-256299096	1	23	0	0	0.08	0.0	0.08	1.0	1.0
chr5	90880567	90919470	+	5	50,104,138,194,233,	0,4773,12229,35440,38670,	circRNA	Kdm4c	NM_001106663	5,6,7,8,9	chr5:90871038-90880567|90919470-90929598	1	109	0	0	0.018018018018018018	0.0	0.018018018018018018	1.0	1.0
chr6	147114189	147123388	-	4	96,159,166,247,	0,6716,7395,8952,	circRNA	Itgb8	NM_001108726	7,8,9,10	chr6:147110441-147114189|147123388-147132678	1	24	0	0	0.07692307692307693	0.0	0.07692307692307693	1.0	1.0
chr1	244630340	244757847	+	27	261,130,450,262,127,174,174,171,54,131,58,101,148,164,67,111,243,114,108,87,47,167,164,228,78,219,218,	0,4143,10709,20010,27307,29257,31544,33878,43471,47526,47850,49804,51141,55816,57849,58599,60927,62890,70553,71481,75767,78198,84133,88420,93165,97658,127289,	circRNA	Smarca2	NM_001004446	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28	chr1:244615946-244630340|244757847-244765375	1	4	5	16	0.3333333333333333	0.38461538461538464	-0.05128205128205132	1.0	1.0
chr3	120330606	120350797	-	10	77,83,111,75,129,95,85,43,161,102,	0,1930,3463,5007,10386,12537,16273,17303,17963,20089,	circRNA	Nphp1	NM_001314004	6,7,8,9,10,11,12,13,14,15	chr3:120328818-120330606|120350797-120357404	1	9	0	0	0.18181818181818182	0.0	0.18181818181818182	1.0	1.0
chr1	37811062	37811741	-	2	96,127,	0,552,	circRNA	LOC680200	NM_001139491	2,3	chr1:37803845-37811062|37811741-37818778	1	5	0	0	0.2857142857142857	0.0	0.2857142857142857	1.0	1.0
chr7	83444767	83453959	+	9	111,165,122,133,193,143,105,135,52,	0,1285,3004,4843,5793,7485,8250,9005,9140,	circRNA	Pkhd1l1	NM_001034931	29,30,31,32,33,34,35,36,37	chr7:83442230-83444767|83453959-83455620	0	0	1	3	0.0	0.4	-0.4	1.0	1.0
chr2	181055709	181073478	-	6	144,486,710,59,62,356,	0,3666,6399,8843,11904,17413,	circRNA	Gucy1a3	NM_017090	3,4,5,6,7,8	chr2:181051120-181055709|181073478-181102760	0	0	1	56	0.0	0.034482758620689655	-0.034482758620689655	1.0	1.0
chr9	54232162	54241421	+	4	130,80,164,59,	0,1253,3018,9200,	circRNA	Gls	NM_012569	4,5,6,7	chr9:54228092-54232162|54241421-54248699	2	179	3	281	0.02185792349726776	0.020905923344947737	0.0009520001523200226	1.0	1.0
chr3	136886578	136893637	-	6	176,132,169,143,110,98,	0,1038,1327,2869,6228,6961,	circRNA	Kif16b	NM_001107783	17,18,19,20,21,22	chr3:136878171-136886578|136893637-136896433	1	21	0	0	0.08695652173913043	0.0	0.08695652173913043	1.0	1.0
chr1	218752419	218755192	-	2	113,66,	0,2707,	circRNA	Ppp6r3	NM_001287134	18,19	chr1:218748117-218752419|218755192-218758206	0	0	1	361	0.0	0.005509641873278237	-0.005509641873278237	1.0	1.0
chr2	178260374	178267503	-	3	89,202,130,	0,960,6999,	circRNA	Fnip2	NM_001271167	8,9,10	chr2:178256691-178260374|178267503-178272369	0	0	2	44	0.0	0.08333333333333333	-0.08333333333333333	1.0	1.0
chr11	53667025	53667079	-	1	54,	0,	circRNA	Ift57	NM_001107093	2	chr11:53666030-53667017|53667084-53668641	0	0	1	177	0.0	0.0111731843575419	-0.0111731843575419	1.0	1.0
chr10	10703363	10714428	-	8	147,129,119,130,71,439,104,135,	0,331,836,1078,2548,9084,10215,10930,	circRNA	Ubn1	NM_001106977	7,8,9,10,11,12,13,14	chr10:10702331-10703363|10714428-10714755	0	0	1	39	0.0	0.04878048780487805	-0.04878048780487805	1.0	1.0
chr9	73378061	73437304	+	8	74,285,114,78,3732,207,135,62,	0,21211,38418,40477,51495,55432,55821,59181,	circRNA	Map2	NM_013066	1,2,3,4,5,6,7,8	chr9:None|73437304-73444317	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr15	86165422	86168378	+	4	129,157,86,48,	0,813,1346,2908,	circRNA	Uchl3	NM_001110165	3,4,5,6	chr15:86153865-86165422|86168378-86192881	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr5	141054741	141066359	-	12	75,155,163,12,164,121,189,144,129,195,160,170,	0,1163,2190,3124,4084,4902,6004,6776,8416,8832,10739,11448,	circRNA	Macf1	NM_001135758	6,7,8,9,10,11,12,13,14,15,16,17	chr5:141053253-141054741|141066359-141067095	0	0	1	80	0.0	0.024390243902439025	-0.024390243902439025	1.0	1.0
chr3	121378974	121387551	+	6	107,59,104,74,71,59,	0,192,1510,4256,6208,8518,	circRNA	Tmem87b	NM_001191854	12,13,14,15,16,17	chr3:121376984-121378972|121387545-121389455	3	0	4	0	1.0	1.0	0.0	1.0	1.0
chr7	134659945	134667817	+	3	80,120,141,	0,4450,7731,	circRNA	Pphln1	NM_001108992	7,8,9	chr7:134656964-134659945|134667817-134690973	0	0	4	19	0.0	0.2962962962962963	-0.2962962962962963	1.0	1.0
chr7	94726953	94746740	-	12	141,253,66,110,115,155,136,86,100,114,185,232,	0,4208,5916,6665,7081,7844,10456,12848,14393,16575,17597,19555,	circRNA	Taf2	NM_133319	10,11,12,13,14,15,16,17,18,19,20,21	chr7:94724165-94726953|94746740-94747371	1	68	0	0	0.02857142857142857	0.0	0.02857142857142857	1.0	1.0
chr15	48645461	48650261	-	2	1018,197,	0,4603,	circRNA	Fzd3	NM_153474	4,5	chr15:48618296-48645461|48650261-48660992	0	0	1	35	0.0	0.05405405405405406	-0.05405405405405406	1.0	1.0
chr6	91629128	91665218	-	11	113,63,104,89,64,186,209,80,77,71,74,	0,1771,2579,19618,20122,21131,21511,21809,34080,34351,36016,	circRNA	Nemf	NM_001170586	16,17,18,19,20,21,22,23,24,25,26	chr6:91626274-91629128|91665218-91667301	0	0	1	85	0.0	0.022988505747126436	-0.022988505747126436	1.0	1.0
chr1	48206908	48211406	+	3	119,99,133,	0,1141,4365,	circRNA	Igf2r	NM_012756	3,4,5	chr1:48198074-48206908|48211406-48213444	0	0	1	56	0.0	0.034482758620689655	-0.034482758620689655	1.0	1.0
chr3	79968534	79980414	-	8	108,111,106,121,63,103,159,72,	0,5632,7474,7684,8051,9169,11373,11808,	circRNA	Madd	NM_053585	7,8,9,10,11,12,13,14	chr3:79965728-79968534|79980414-79981164	0	0	1	94	0.0	0.020833333333333332	-0.020833333333333332	1.0	1.0
chr11	34693284	34695583	+	2	1024,66,	0,2233,	circRNA	Ttc3	NM_001108315	33,34	chr11:34668255-34693284|34695583-34718958	1	505	0	0	0.0039447731755424065	0.0	0.0039447731755424065	1.0	1.0
chr4	38306943	38326456	+	5	107,96,104,132,169,	0,1180,2563,4700,19344,	circRNA	Phf14	NM_001110492	10,11,12,13,14	chr4:38306630-38306943|38326456-38338095	1	154	0	0	0.01282051282051282	0.0	0.01282051282051282	1.0	1.0
chr16	2158110	2162114	-	3	169,138,141,	0,2639,3863,	circRNA	Slmap	NM_001106060	12,13,14	chr16:2142317-2158110|2162114-2163294	0	0	1	60	0.0	0.03225806451612903	-0.03225806451612903	1.0	1.0
chr15	52362067	52364159	-	3	99,161,139,	0,658,1953,	circRNA	Xpo7	NM_001108386	3,4,5	chr15:52360677-52362067|52364159-52364508	1	55	0	0	0.03508771929824561	0.0	0.03508771929824561	1.0	1.0
chr5	117052258	117257388	+	30	59,167,195,140,196,129,219,100,92,142,141,89,57,135,162,129,210,123,408,124,175,72,178,111,78,100,197,92,73,87,	0,158,4010,6720,8385,12003,19415,21228,23777,25360,30716,34234,35784,46664,55157,59406,78757,82535,86243,95758,104092,108178,109848,112685,117930,122651,158446,175929,193248,205043,	circRNA	Patj	NM_080398	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	chr5:117038704-117052258|117257388-117274246	1	2	0	0	0.5	0.0	0.5	1.0	1.0
chr19	34266718	34312530	+	8	82,46,66,75,88,59,106,160,	0,3350,5361,25490,31804,39072,44031,45652,	circRNA	Arhgap10	NM_001109501	11,12,13,14,15,16,17,18	chr19:34253181-34266718|34312530-34346073	0	0	4	90	0.0	0.08163265306122448	-0.08163265306122448	1.0	1.0
chr5	76717798	76728269	-	2	170,82,	0,10389,	circRNA	Ptbp3	NM_031346	12,13	chr5:76711901-76717798|76728269-76756001	2	24	0	0	0.14285714285714285	0.0	0.14285714285714285	1.0	1.0
chr11	87902731	87908586	+	5	97,78,104,169,51,	0,106,1350,3274,5804,	circRNA	Pi4ka	NM_022301	16,17,18,19,20	chr11:87902134-87902731|87908586-87931038	1	12	0	0	0.14285714285714285	0.0	0.14285714285714285	1.0	1.0
chr11	14700872	14721315	-	2	119,75,	0,20368,	circRNA	Nrip1	NM_001100560	2,3	chr11:14665763-14700872|14721315-14741386	1	50	0	0	0.038461538461538464	0.0	0.038461538461538464	1.0	1.0
chr8	53386918	53388940	+	3	131,132,203,	0,960,1819,	circRNA	Zw10	NM_001024801	13,14,15	chr8:53386318-53386918|53388940-53390611	0	0	1	34	0.0	0.05555555555555555	-0.05555555555555555	1.0	1.0
chr8	75642811	75649959	+	3	160,182,1051,	0,1308,6097,	circRNA	Ice2	NM_001191108	7,8,9	chr8:75642604-75642811|75649959-75650540	0	0	1	52	0.0	0.037037037037037035	-0.037037037037037035	1.0	1.0
chr10	73751961	73778454	-	7	684,111,163,195,198,146,169,	0,8026,8897,9562,11435,12403,26324,	circRNA	Med13	NM_001107035	22,23,24,25,26,27,28	chr10:73741527-73751961|73778451-73786848	1	47	0	0	0.04081632653061224	0.0	0.04081632653061224	1.0	1.0
chr7	120908133	120908573	-	2	195,129,	0,311,	circRNA	Josd1	NM_001025009	2,3	chr7:120907330-120908133|120908573-120918874	0	0	2	47	0.0	0.0784313725490196	-0.0784313725490196	1.0	1.0
chr20	12061665	12085809	+	7	75,935,115,169,179,169,182,	0,3442,8603,12380,13505,14822,23962,	circRNA	Adarb1	NM_012894	3,4,5,6,7,8,9	chr20:12034106-12061665|12085809-12095825	0	0	1	173	0.0	0.011428571428571429	-0.011428571428571429	1.0	1.0
chr13	98275089	98353909	+	10	92,84,96,149,94,201,249,80,167,123,	0,36736,40744,48194,65805,69246,71376,73746,76423,78697,	circRNA	Cdc42bpa	NM_053657	2,3,4,5,6,7,8,9,10,11	chr13:98232031-98275089|98353909-98365047	0	0	2	0	0.0	1.0	-1.0	1.0	1.0
chr12	36740088	36751285	+	5	96,116,167,119,74,	0,1788,5014,10133,11123,	circRNA	Scarb1	NM_031541	5,6,7,8,9	chr12:36738472-36740088|36751285-36754221	0	0	1	320	0.0	0.006211180124223602	-0.006211180124223602	1.0	1.0
chr5	144452941	144453337	-	2	91,160,	0,236,	circRNA	Ago1	NM_001317181	6,7	chr5:144452144-144452941|144453337-144459587	0	0	2	16	0.0	0.2	-0.2	1.0	1.0
chr3	21664453	21673207	-	4	234,118,297,36,	0,2699,5198,8718,	circRNA	Rc3h2	NM_001107839	18,19,20,21	chr3:21658651-21664453|21673207-21676590	0	0	1	32	0.0	0.058823529411764705	-0.058823529411764705	1.0	1.0
chr19	43065372	43066842	+	2	154,138,	0,1332,	circRNA	Glg1	NM_017211	11,12	chr19:43063236-43065372|43066842-43069650	0	0	1	202	0.0	0.00980392156862745	-0.00980392156862745	1.0	1.0
chrX	15038273	15038526	+	1	253,	0,	ciRNA	Porcn	NM_001173355	4	chrX:15038272-15038526	0	0	2	1	0.0	0.8	-0.8	1.0	1.0
chr13	60479161	60493428	-	5	89,53,63,70,106,	0,5038,5176,10439,14161,	circRNA	Cdc73	NM_001024769	12,13,14,15,16	chr13:60473062-60479161|60493428-60496246	0	0	1	83	0.0	0.023529411764705882	-0.023529411764705882	1.0	1.0
chr2	164603165	164611583	+	5	153,133,205,117,151,	0,1715,4090,7150,8267,	circRNA	Gfm1	NM_053625	2,3,4,5,6	chr2:164601795-164603165|164611583-164614753	0	0	1	7	0.0	0.2222222222222222	-0.2222222222222222	1.0	1.0
chr6	22255279	22266575	-	4	94,134,188,84,	0,327,1896,11212,	circRNA	Spast	NM_001108702	11,12,13,14	chr6:22253357-22255279|22266575-22269976	0	0	1	57	0.0	0.03389830508474576	-0.03389830508474576	1.0	1.0
chr3	121519926	121538099	+	5	181,120,268,137,117,	0,3857,8937,13390,18056,	circRNA	Zc3h6	NM_001107772	2,3,4,5,6	chr3:121499603-121519926|121538099-121538683	1	5	2	9	0.2857142857142857	0.3076923076923077	-0.02197802197802201	1.0	1.0
